,district,visitor_type,time_slot,day_type,year,month,week,female,male,age_18-29,age_30-39,age_40-49,age_50-59,age_60-69,age_70+,inc_alto,inc_bajo,inc_medio,inc_medio-alto,total_visitors
49,3500101,Excursionista,T2,Laborable,2019.0,12.0,50.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0
50,3500101,Excursionista,T3,Fin Semana,2019.0,1.0,2.0,27.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,27.0
51,3500101,Excursionista,T3,Fin Semana,2019.0,1.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,15.0
52,3500101,Excursionista,T3,Fin Semana,2019.0,2.0,6.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0
53,3500101,Excursionista,T3,Fin Semana,2019.0,2.0,7.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0
54,3500101,Excursionista,T3,Fin Semana,2019.0,2.0,8.0,40.0,34.0,24.0,19.0,16.0,0.0,0.0,15.0,0.0,0.0,59.0,15.0,74.0
55,3500101,Excursionista,T3,Fin Semana,2019.0,2.0,9.0,34.0,15.0,0.0,0.0,18.0,31.0,0.0,0.0,0.0,0.0,0.0,49.0,49.0
56,3500101,Excursionista,T3,Fin Semana,2019.0,3.0,12.0,0.0,70.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,70.0
57,3500101,Excursionista,T3,Fin Semana,2019.0,3.0,13.0,15.0,30.0,15.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,45.0
58,3500101,Excursionista,T3,Fin Semana,2019.0,4.0,14.0,72.0,16.0,0.0,23.0,33.0,16.0,0.0,16.0,0.0,0.0,55.0,33.0,88.0
59,3500101,Excursionista,T3,Fin Semana,2019.0,4.0,15.0,23.0,19.0,23.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,42.0,0.0,42.0
60,3500101,Excursionista,T3,Fin Semana,2019.0,5.0,19.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0
61,3500101,Excursionista,T3,Fin Semana,2019.0,6.0,23.0,61.0,17.0,17.0,20.0,18.0,23.0,0.0,0.0,0.0,0.0,78.0,0.0,78.0
62,3500101,Excursionista,T3,Fin Semana,2019.0,6.0,24.0,36.0,44.0,16.0,0.0,49.0,15.0,0.0,0.0,0.0,0.0,64.0,16.0,80.0
63,3500101,Excursionista,T3,Fin Semana,2019.0,6.0,25.0,0.0,98.0,34.0,30.0,16.0,0.0,0.0,18.0,0.0,0.0,98.0,0.0,98.0
64,3500101,Excursionista,T3,Fin Semana,2019.0,6.0,26.0,17.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,17.0
65,3500101,Excursionista,T3,Fin Semana,2019.0,7.0,27.0,37.0,86.0,19.0,21.0,40.0,18.0,25.0,0.0,0.0,0.0,102.0,21.0,123.0
66,3500101,Excursionista,T3,Fin Semana,2019.0,7.0,28.0,74.0,33.0,36.0,15.0,17.0,39.0,0.0,0.0,0.0,0.0,92.0,15.0,107.0
67,3500101,Excursionista,T3,Fin Semana,2019.0,7.0,29.0,82.0,61.0,15.0,17.0,59.0,52.0,0.0,0.0,0.0,0.0,128.0,15.0,143.0
68,3500101,Excursionista,T3,Fin Semana,2019.0,7.0,30.0,41.0,57.0,22.0,18.0,58.0,0.0,0.0,0.0,0.0,0.0,76.0,22.0,98.0
69,3500101,Excursionista,T3,Fin Semana,2019.0,7.0,31.0,137.0,39.0,46.0,73.0,21.0,19.0,0.0,17.0,15.0,0.0,161.0,0.0,176.0
70,3500101,Excursionista,T3,Fin Semana,2019.0,8.0,32.0,49.0,15.0,49.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,49.0,64.0
71,3500101,Excursionista,T3,Fin Semana,2019.0,8.0,33.0,45.0,52.0,42.0,17.0,23.0,0.0,15.0,0.0,0.0,0.0,55.0,42.0,97.0
72,3500101,Excursionista,T3,Fin Semana,2019.0,8.0,34.0,0.0,17.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,17.0
73,3500101,Excursionista,T3,Fin Semana,2019.0,8.0,35.0,164.0,80.0,61.0,22.0,39.0,52.0,34.0,36.0,0.0,0.0,193.0,51.0,244.0
74,3500101,Excursionista,T3,Fin Semana,2019.0,9.0,36.0,0.0,73.0,0.0,20.0,36.0,0.0,0.0,17.0,0.0,0.0,73.0,0.0,73.0
75,3500101,Excursionista,T3,Fin Semana,2019.0,9.0,37.0,179.0,74.0,87.0,80.0,29.0,15.0,18.0,24.0,24.0,0.0,79.0,150.0,253.0
76,3500101,Excursionista,T3,Fin Semana,2019.0,9.0,38.0,40.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,23.0,0.0,17.0,0.0,40.0
77,3500101,Excursionista,T3,Fin Semana,2019.0,9.0,39.0,25.0,77.0,0.0,0.0,21.0,0.0,0.0,81.0,0.0,0.0,77.0,25.0,102.0
78,3500101,Excursionista,T3,Fin Semana,2019.0,9.0,40.0,50.0,77.0,17.0,66.0,44.0,0.0,0.0,0.0,0.0,0.0,112.0,15.0,127.0
79,3500101,Excursionista,T3,Fin Semana,2019.0,10.0,41.0,40.0,28.0,21.0,28.0,19.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,68.0
80,3500101,Excursionista,T3,Fin Semana,2019.0,10.0,42.0,23.0,71.0,23.0,19.0,21.0,0.0,0.0,31.0,0.0,0.0,94.0,0.0,94.0
81,3500101,Excursionista,T3,Fin Semana,2019.0,10.0,43.0,44.0,0.0,0.0,0.0,27.0,17.0,0.0,0.0,0.0,0.0,44.0,0.0,44.0
82,3500101,Excursionista,T3,Fin Semana,2019.0,10.0,44.0,37.0,16.0,31.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,38.0,15.0,53.0
83,3500101,Excursionista,T3,Fin Semana,2019.0,11.0,45.0,122.0,36.0,0.0,84.0,22.0,35.0,17.0,0.0,0.0,0.0,158.0,0.0,158.0
84,3500101,Excursionista,T3,Fin Semana,2019.0,11.0,46.0,185.0,15.0,0.0,167.0,15.0,18.0,0.0,0.0,0.0,0.0,157.0,43.0,200.0
85,3500101,Excursionista,T3,Fin Semana,2019.0,11.0,47.0,112.0,25.0,24.0,67.0,0.0,46.0,0.0,0.0,0.0,0.0,88.0,49.0,137.0
86,3500101,Excursionista,T3,Fin Semana,2019.0,11.0,48.0,113.0,140.0,47.0,31.0,93.0,42.0,0.0,40.0,0.0,0.0,185.0,68.0,253.0
87,3500101,Excursionista,T3,Fin Semana,2019.0,12.0,1.0,0.0,70.0,17.0,0.0,15.0,19.0,19.0,0.0,19.0,0.0,32.0,19.0,70.0
88,3500101,Excursionista,T3,Fin Semana,2019.0,12.0,49.0,18.0,32.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,34.0,16.0,50.0
89,3500101,Excursionista,T3,Fin Semana,2019.0,12.0,50.0,15.0,33.0,0.0,16.0,17.0,0.0,0.0,15.0,0.0,0.0,48.0,0.0,48.0
90,3500101,Excursionista,T3,Fin Semana,2019.0,12.0,51.0,96.0,33.0,0.0,30.0,18.0,15.0,66.0,0.0,0.0,0.0,99.0,30.0,129.0
91,3500101,Excursionista,T3,Fin Semana,2019.0,12.0,52.0,41.0,62.0,15.0,24.0,34.0,0.0,30.0,0.0,0.0,0.0,86.0,17.0,103.0
92,3500101,Excursionista,T3,Laborable,2019.0,1.0,2.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0
93,3500101,Excursionista,T3,Laborable,2019.0,2.0,6.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0,0.0,0.0,0.0,18.0
94,3500101,Excursionista,T3,Laborable,2019.0,2.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,0.0,16.0
95,3500101,Excursionista,T3,Laborable,2019.0,3.0,10.0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,32.0
96,3500101,Excursionista,T3,Laborable,2019.0,3.0,11.0,18.0,58.0,18.0,18.0,40.0,0.0,0.0,0.0,0.0,0.0,52.0,24.0,76.0
97,3500101,Excursionista,T3,Laborable,2019.0,3.0,12.0,30.0,16.0,15.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,46.0,0.0,46.0
98,3500101,Excursionista,T3,Laborable,2019.0,3.0,13.0,0.0,53.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,53.0
99,3500101,Excursionista,T3,Laborable,2019.0,4.0,15.0,0.0,17.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,17.0
100,3500101,Excursionista,T3,Laborable,2019.0,4.0,16.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0
101,3500101,Excursionista,T3,Laborable,2019.0,4.0,17.0,0.0,39.0,16.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,23.0,16.0,39.0
102,3500101,Excursionista,T3,Laborable,2019.0,5.0,19.0,0.0,26.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0
103,3500101,Excursionista,T3,Laborable,2019.0,5.0,20.0,0.0,52.0,0.0,0.0,32.0,20.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0
104,3500101,Excursionista,T3,Laborable,2019.0,6.0,23.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,22.0
105,3500101,Excursionista,T3,Laborable,2019.0,6.0,24.0,91.0,111.0,110.0,49.0,43.0,0.0,0.0,0.0,0.0,0.0,162.0,40.0,202.0
106,3500101,Excursionista,T3,Laborable,2019.0,6.0,25.0,114.0,57.0,16.0,23.0,65.0,40.0,0.0,27.0,0.0,0.0,129.0,42.0,171.0
107,3500101,Excursionista,T3,Laborable,2019.0,6.0,26.0,20.0,15.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,35.0
108,3500101,Excursionista,T3,Laborable,2019.0,7.0,27.0,95.0,178.0,36.0,34.0,163.0,40.0,0.0,0.0,0.0,0.0,209.0,64.0,273.0
109,3500101,Excursionista,T3,Laborable,2019.0,7.0,28.0,210.0,69.0,102.0,23.0,88.0,29.0,17.0,20.0,0.0,0.0,159.0,120.0,279.0
110,3500101,Excursionista,T3,Laborable,2019.0,7.0,29.0,92.0,106.0,49.0,61.0,44.0,27.0,17.0,0.0,0.0,0.0,120.0,78.0,198.0
111,3500101,Excursionista,T3,Laborable,2019.0,7.0,30.0,170.0,161.0,28.0,136.0,111.0,56.0,0.0,0.0,0.0,0.0,257.0,74.0,331.0
112,3500101,Excursionista,T3,Laborable,2019.0,7.0,31.0,116.0,90.0,58.0,36.0,41.0,52.0,19.0,0.0,0.0,40.0,107.0,59.0,206.0
113,3500101,Excursionista,T3,Laborable,2019.0,8.0,32.0,63.0,127.0,31.0,64.0,54.0,41.0,0.0,0.0,0.0,0.0,140.0,50.0,190.0
114,3500101,Excursionista,T3,Laborable,2019.0,8.0,33.0,161.0,119.0,69.0,78.0,49.0,84.0,0.0,0.0,0.0,0.0,223.0,57.0,280.0
115,3500101,Excursionista,T3,Laborable,2019.0,8.0,34.0,43.0,119.0,39.0,43.0,43.0,21.0,16.0,0.0,0.0,0.0,86.0,76.0,162.0
116,3500101,Excursionista,T3,Laborable,2019.0,8.0,35.0,154.0,161.0,82.0,92.0,72.0,53.0,16.0,0.0,0.0,0.0,179.0,136.0,315.0
117,3500101,Excursionista,T3,Laborable,2019.0,9.0,36.0,22.0,71.0,0.0,35.0,18.0,40.0,0.0,0.0,0.0,0.0,75.0,18.0,93.0
118,3500101,Excursionista,T3,Laborable,2019.0,9.0,37.0,20.0,163.0,19.0,47.0,45.0,57.0,15.0,0.0,0.0,0.0,127.0,56.0,183.0
119,3500101,Excursionista,T3,Laborable,2019.0,9.0,38.0,56.0,55.0,22.0,37.0,52.0,0.0,0.0,0.0,0.0,0.0,74.0,37.0,111.0
120,3500101,Excursionista,T3,Laborable,2019.0,9.0,39.0,70.0,42.0,0.0,0.0,60.0,36.0,0.0,16.0,0.0,0.0,112.0,0.0,112.0
121,3500101,Excursionista,T3,Laborable,2019.0,9.0,40.0,137.0,112.0,46.0,33.0,65.0,35.0,15.0,55.0,0.0,0.0,202.0,47.0,249.0
122,3500101,Excursionista,T3,Laborable,2019.0,10.0,41.0,59.0,32.0,0.0,38.0,0.0,38.0,15.0,0.0,0.0,0.0,76.0,15.0,91.0
123,3500101,Excursionista,T3,Laborable,2019.0,10.0,42.0,68.0,69.0,17.0,52.0,18.0,50.0,0.0,0.0,0.0,0.0,121.0,16.0,137.0
124,3500101,Excursionista,T3,Laborable,2019.0,10.0,43.0,93.0,71.0,23.0,53.0,52.0,36.0,0.0,0.0,0.0,0.0,149.0,15.0,164.0
125,3500101,Excursionista,T3,Laborable,2019.0,10.0,44.0,45.0,74.0,0.0,0.0,16.0,16.0,42.0,45.0,0.0,0.0,77.0,42.0,119.0
126,3500101,Excursionista,T3,Laborable,2019.0,11.0,45.0,20.0,67.0,0.0,40.0,28.0,19.0,0.0,0.0,0.0,0.0,67.0,20.0,87.0
127,3500101,Excursionista,T3,Laborable,2019.0,11.0,46.0,25.0,74.0,21.0,0.0,0.0,45.0,0.0,33.0,0.0,0.0,99.0,0.0,99.0
128,3500101,Excursionista,T3,Laborable,2019.0,11.0,47.0,114.0,124.0,48.0,49.0,39.0,42.0,0.0,60.0,0.0,0.0,94.0,144.0,238.0
129,3500101,Excursionista,T3,Laborable,2019.0,11.0,48.0,75.0,44.0,0.0,85.0,0.0,15.0,0.0,19.0,0.0,0.0,119.0,0.0,119.0
130,3500101,Excursionista,T3,Laborable,2019.0,12.0,1.0,23.0,65.0,33.0,39.0,0.0,16.0,0.0,0.0,0.0,0.0,88.0,0.0,88.0
131,3500101,Excursionista,T3,Laborable,2019.0,12.0,49.0,123.0,70.0,25.0,111.0,42.0,15.0,0.0,0.0,0.0,0.0,94.0,99.0,193.0
132,3500101,Excursionista,T3,Laborable,2019.0,12.0,50.0,17.0,132.0,38.0,19.0,16.0,0.0,41.0,35.0,0.0,0.0,60.0,89.0,149.0
133,3500101,Excursionista,T3,Laborable,2019.0,12.0,51.0,0.0,51.0,21.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,51.0,0.0,51.0
134,3500101,Excursionista,T3,Laborable,2019.0,12.0,52.0,19.0,33.0,37.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,52.0
135,3500101,Excursionista,T4,Fin Semana,2019.0,1.0,5.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
136,3500101,Excursionista,T4,Fin Semana,2019.0,2.0,9.0,35.0,0.0,0.0,0.0,19.0,16.0,0.0,0.0,35.0,0.0,0.0,0.0,35.0
137,3500101,Excursionista,T4,Fin Semana,2019.0,4.0,14.0,16.0,19.0,19.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0
138,3500101,Excursionista,T4,Fin Semana,2019.0,4.0,15.0,31.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0
139,3500101,Excursionista,T4,Fin Semana,2019.0,4.0,17.0,31.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,31.0,0.0,31.0
140,3500101,Excursionista,T4,Fin Semana,2019.0,5.0,19.0,42.0,25.0,25.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,42.0,67.0
141,3500101,Excursionista,T4,Fin Semana,2019.0,5.0,20.0,38.0,0.0,15.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,38.0
142,3500101,Excursionista,T4,Fin Semana,2019.0,5.0,22.0,17.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,17.0,0.0,17.0
143,3500101,Excursionista,T4,Fin Semana,2019.0,6.0,24.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0
144,3500101,Excursionista,T4,Fin Semana,2019.0,6.0,25.0,63.0,0.0,29.0,15.0,19.0,0.0,0.0,0.0,0.0,0.0,44.0,19.0,63.0
145,3500101,Excursionista,T4,Fin Semana,2019.0,6.0,26.0,92.0,36.0,15.0,40.0,35.0,21.0,0.0,17.0,21.0,0.0,68.0,39.0,128.0
146,3500101,Excursionista,T4,Fin Semana,2019.0,7.0,27.0,37.0,38.0,18.0,36.0,21.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,75.0
147,3500101,Excursionista,T4,Fin Semana,2019.0,7.0,28.0,75.0,15.0,32.0,0.0,43.0,0.0,0.0,15.0,0.0,0.0,60.0,30.0,90.0
148,3500101,Excursionista,T4,Fin Semana,2019.0,7.0,29.0,37.0,34.0,0.0,52.0,0.0,19.0,0.0,0.0,0.0,0.0,15.0,56.0,71.0
149,3500101,Excursionista,T4,Fin Semana,2019.0,7.0,30.0,38.0,31.0,0.0,16.0,19.0,15.0,0.0,19.0,0.0,0.0,50.0,19.0,69.0
150,3500101,Excursionista,T4,Fin Semana,2019.0,7.0,31.0,115.0,65.0,0.0,92.0,58.0,30.0,0.0,0.0,45.0,0.0,89.0,46.0,180.0
151,3500101,Excursionista,T4,Fin Semana,2019.0,8.0,32.0,71.0,119.0,38.0,65.0,66.0,21.0,0.0,0.0,0.0,0.0,111.0,79.0,190.0
152,3500101,Excursionista,T4,Fin Semana,2019.0,8.0,33.0,76.0,127.0,21.0,39.0,86.0,57.0,0.0,0.0,0.0,0.0,160.0,43.0,203.0
153,3500101,Excursionista,T4,Fin Semana,2019.0,8.0,34.0,76.0,51.0,34.0,30.0,45.0,18.0,0.0,0.0,0.0,0.0,92.0,35.0,127.0
154,3500101,Excursionista,T4,Fin Semana,2019.0,8.0,35.0,217.0,227.0,76.0,151.0,122.0,41.0,32.0,22.0,38.0,0.0,161.0,245.0,444.0
155,3500101,Excursionista,T4,Fin Semana,2019.0,9.0,36.0,190.0,157.0,56.0,65.0,84.0,65.0,26.0,51.0,28.0,0.0,214.0,105.0,347.0
156,3500101,Excursionista,T4,Fin Semana,2019.0,9.0,37.0,35.0,82.0,18.0,26.0,43.0,0.0,30.0,0.0,0.0,0.0,117.0,0.0,117.0
157,3500101,Excursionista,T4,Fin Semana,2019.0,9.0,38.0,54.0,71.0,36.0,0.0,53.0,36.0,0.0,0.0,0.0,0.0,125.0,0.0,125.0
158,3500101,Excursionista,T4,Fin Semana,2019.0,9.0,40.0,32.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,32.0
159,3500101,Excursionista,T4,Fin Semana,2019.0,10.0,41.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0
